cycle,component,module,file_label,rule_id,rule,disposition,decided_by,data_url
2005-2006,Laboratory,FASTQX_D,Fasting Questionnaire,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FASTQX_D.xpt
2005-2006,Laboratory,FERTIN_D,Ferritin,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FERTIN_D.xpt
2005-2006,Laboratory,FOLATE_D,Folate - RBC & Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FOLATE_D.xpt
2005-2006,Laboratory,GHB_D,Glycohemoglobin,KEEP,whitelist: glycohemoglobin,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/GHB_D.xpt
2005-2006,Laboratory,HEPA_D,Hepatitis A Antibody,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HEPA_D.xpt
2005-2006,Laboratory,HEPB_S_D,Hepatitis B Surface Antibody,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HEPB_S_D.xpt
2005-2006,Laboratory,HEPBD_D,"Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HEPBD_D.xpt
2005-2006,Laboratory,HEPC_D,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HEPC_D.xpt
2005-2006,Laboratory,HSV_D,Herpes Simplex Virus Type-1 & Type-2,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HSV_D.xpt
2005-2006,Laboratory,HIV_D,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HIV_D.xpt
2005-2006,Laboratory,HCY_D,Homocysteine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HCY_D.xpt
2005-2006,Laboratory,HPVSER_D,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody – Serum: 4-plex CLIA",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HPVSER_D.xpt
2005-2006,Laboratory,HPVSRM_D,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody – Serum: 9-plex CLIA",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HPVSRM_D.xpt
2005-2006,Laboratory,HPVSWR_D,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HPVSWR_D.xpt
2005-2006,Laboratory,UIO_D,Iodine - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UIO_D.xpt
2005-2006,Laboratory,FETIB_D,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FETIB_D.xpt
2005-2006,Laboratory,IHG_D,Mercury: Inorganic - Blood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/IHG_D.xpt
2005-2006,Laboratory,UHG_D,Mercury: Inorganic - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHG_D.xpt
2005-2006,Laboratory,UHM_D,Metals - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt
2005-2006,Laboratory,PCBPOL_D,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PCBPOL_D.xpt
2005-2006,Laboratory,OGTT_D,Oral Glucose Tolerance Test,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OGTT_D.xpt
2005-2006,Laboratory,OPD_D,Organophosphate Insecticides - Diakyl Phosphate Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OPD_D.xpt
2005-2006,Laboratory,PTH_D,Parathyroid Hormone,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PTH_D.xpt
2005-2006,Laboratory,WPIN_D,"Perchlorate, Nitrate & Iodide - Tap Water",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/WPIN_D.xpt
2005-2006,Laboratory,PERNT_D,"Perchlorate, Nitrate & Thiocyanate - Urine",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PERNT_D.xpt
2005-2006,Laboratory,CARB_D,Pesticides - Carbamates & Organophosphorus Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/CARB_D.xpt
2005-2006,Laboratory,UPP_D,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UPP_D.xpt
2005-2006,Laboratory,PP_D,Pesticides - Environmental - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PP_D.xpt
2005-2006,Laboratory,PSTPOL_D,Pesticides - Organochlorine Pesticides - Pooled Samples,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PSTPOL_D.xpt
2005-2006,Laboratory,PHTHTE_D,Phthalates - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PHTHTE_D.xpt
2005-2006,Laboratory,PHYTO_D,Phytoestrogens - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PHYTO_D.xpt
2005-2006,Laboratory,GLU_D,Plasma Fasting Glucose & Insulin,KEEP,whitelist: fasting_glucose,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/GLU_D.xpt
2005-2006,Laboratory,PAH_D,Polyaromatic Hydrocarbons (PAHs) - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt
2005-2006,Laboratory,DOXPOL_D,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DOXPOL_D.xpt
2005-2006,Laboratory,PFC_D,Polyfluoroalkyl Chemicals,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PFC_D.xpt
2005-2006,Laboratory,POOLTF_D,Pooled-Sample Technical Support File,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/POOLTF_D.xpt
2005-2006,Laboratory,UCPREG_D,Pregnancy Test - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UCPREG_D.xpt
2005-2006,Laboratory,PSA_D,Prostate Specific Antigen (PSA),R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PSA_D.xpt
2005-2006,Laboratory,SSSAL_D,Salmonella & Campylobacter Antibodies (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SSSAL_D.xpt
2005-2006,Laboratory,BIOPRO_D,Standard Biochemistry Profile,KEEP,whitelist: biochemistry,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BIOPRO_D.xpt
2005-2006,Laboratory,TFR_D,Transferrin Receptor,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/TFR_D.xpt
2005-2006,Laboratory,VITAEC_D,"Vitamin A, Vitamin E & Carotenoids",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VITAEC_D.xpt
2005-2006,Laboratory,B12_D,Vitamin B12,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/B12_D.xpt
2005-2006,Laboratory,VIT_B6_D,Vitamin B6,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VIT_B6_D.xpt
2005-2006,Laboratory,VIC_D,Vitamin C,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VIC_D.xpt
2005-2006,Laboratory,,Vitamin D,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,Laboratory,SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SSUVOC_D.xpt
2005-2006,Laboratory,VOCWB_D,Volatile Organic Compounds - Blood & Related Questionnaire Items,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VOCWB_D.xpt
2005-2006,Laboratory,VOC_D,Volatile Organic Compounds - Water & Related Questionnaire Items,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VOC_D.xpt
2005-2006,Questionnaire,ACQ_D,Acculturation,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ACQ_D.xpt
2005-2006,Questionnaire,ALQ_D,Alcohol Use,KEEP,whitelist: alcohol,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALQ_D.xpt
2005-2006,Questionnaire,AGQ_D,Allergy,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AGQ_D.xpt
2005-2006,Questionnaire,AUQ_D,Audiometry,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUQ_D.xpt
2005-2006,Questionnaire,BPQ_D,Blood Pressure & Cholesterol,KEEP,whitelist: blood_pressure_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BPQ_D.xpt
2005-2006,Questionnaire,BHQ_D,Bowel Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BHQ_D.xpt
2005-2006,Questionnaire,CDQ_D,Cardiovascular Health,KEEP,whitelist: cardiovascular_health,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/CDQ_D.xpt
2005-2006,Questionnaire,HSQ_D,Current Health Status,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HSQ_D.xpt
2005-2006,Questionnaire,DEQ_D,Dermatology,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DEQ_D.xpt
2005-2006,Questionnaire,DIQ_D,Diabetes,KEEP,whitelist: diabetes_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DIQ_D.xpt
2005-2006,Questionnaire,DBQ_D,Diet Behavior & Nutrition,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DBQ_D.xpt
2005-2006,Questionnaire,DUQ_D,Drug Use,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DUQ_D.xpt
2005-2006,Questionnaire,ECQ_D,Early Childhood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ECQ_D.xpt
2005-2006,Questionnaire,FSQ_D,Food Security,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FSQ_D.xpt
2005-2006,Questionnaire,HIQ_D,Health Insurance,KEEP,whitelist: health_insurance,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HIQ_D.xpt
2005-2006,Questionnaire,HCQ_D,Hepatitis C Follow Up,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HCQ_D.xpt
2005-2006,Questionnaire,HUQ_D,Hospital Utilization & Access to Care,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HUQ_D.xpt
2005-2006,Questionnaire,HOQ_D,Housing Characteristics,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HOQ_D.xpt
2005-2006,Questionnaire,IMQ_D,Immunization,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/IMQ_D.xpt
2005-2006,Questionnaire,KIQ_U_D,Kidney Conditions - Urology,KEEP,whitelist: kidney_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/KIQ_U_D.xpt
2005-2006,Questionnaire,MCQ_D,Medical Conditions,KEEP,whitelist: medical_conditions,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/MCQ_D.xpt
2005-2006,Questionnaire,DPQ_D,Mental Health - Depression Screener,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DPQ_D.xpt
2005-2006,Questionnaire,OCQ_D,Occupation,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OCQ_D.xpt
2005-2006,Questionnaire,OHQ_D,Oral Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OHQ_D.xpt
2005-2006,Questionnaire,OSQ_D,Osteoporosis,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OSQ_D.xpt
2005-2006,Questionnaire,PUQMEC_D,Pesticide Use,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PUQMEC_D.xpt
2005-2006,Questionnaire,PAQ_D,Physical Activity,KEEP,whitelist: physical_activity,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAQ_D.xpt
2005-2006,Questionnaire,PAQIAF_D,Physical Activity - Individual Activities,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAQIAF_D.xpt
2005-2006,Questionnaire,PFQ_D,Physical Functioning,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PFQ_D.xpt
2005-2006,Questionnaire,RXQ_RX_D,Prescription Medications,KEEP,whitelist: prescription_meds,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/RXQ_RX_D.xpt
2005-2006,Questionnaire,RXQ_DRUG,Prescription Medications - Drug Information,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt
2005-2006,Questionnaire,KIQ_P_D,Prostate Conditions,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/KIQ_P_D.xpt
2005-2006,Questionnaire,PSQ_D,Prostate Specific Antigen Follow-up,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PSQ_D.xpt
2005-2006,Questionnaire,RHQ_D,Reproductive Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/RHQ_D.xpt
2005-2006,Questionnaire,RDQ_D,Respiratory Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/RDQ_D.xpt
2005-2006,Questionnaire,SXQ_D,Sexual Behavior,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SXQ_D.xpt
2005-2006,Questionnaire,SLQ_D,Sleep Disorders,KEEP,whitelist: sleep,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SLQ_D.xpt
2005-2006,Questionnaire,SMQ_D,Smoking - Cigarette Use,KEEP,whitelist: smoking,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SMQ_D.xpt
2005-2006,Questionnaire,SMQFAM_D,Smoking - Household Smokers,R5,"OFF-DAG (considered): household smokers — secondhand exposure, not the participant's own smoking",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SMQFAM_D.xpt
2005-2006,Questionnaire,SMQRTU_D,Smoking - Recent Tobacco Use,R5,"OFF-DAG (considered): recent tobacco use (5-day recall) — supplements SMQ, not a substitute",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SMQRTU_D.xpt
2005-2006,Questionnaire,SSQ_D,Social Support,R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/SSQ_D.xpt
2005-2006,Questionnaire,VIQ_D,Vision,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VIQ_D.xpt
2005-2006,Questionnaire,WHQ_D,Weight History,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/WHQ_D.xpt
2005-2006,Questionnaire,WHQMEC_D,Weight History - Youth,R2,POPULATION: youth/children only,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/WHQMEC_D.xpt
2005-2006,LimitedAccess,,Alcohol Use - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,California - Demographic Variables & Sample Weights,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Chlamydia & Gonorrhea - Urine - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Electrolytes - Urine,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Geocoded Data, NHANES 1999-2016, Census 2000",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Geocoded Data, NHANES 1999-2018, Census 2010",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Geocoded Data, NHANES 1999-March 2020, Census 2020",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Herpes Simplex Virus Type-2 - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum - Youth",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Human Papillomavirus (HPV) - 6, 11, 16, 18, 31, 33, 45, 52, & 58 Antibody - Serum: M9ELISA",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Human Papillomavirus (HPV) - Multiplexed 6, 11, 16, 18, 31, 33, 45, 52 & 58 Antibody - Serum - Youth",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,"Los Angeles County, California - Demographic Variables & Sample Weights",R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Mental Health - Depression Screener - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Occupation - Industry & Occupation Codes,R0,ACCESS: RDC application required,drop,mechanical,
2005-2006,LimitedAccess,,Sexual Behavior - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2007-2008,Demographics,DEMO_E,Demographic Variables & Sample Weights,KEEP,whitelist: demographics,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DEMO_E.xpt
2007-2008,Dietary,DR1IFF_E,"Dietary Interview - Individual Foods, First Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DR1IFF_E.xpt
2007-2008,Dietary,DR2IFF_E,"Dietary Interview - Individual Foods, Second Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DR2IFF_E.xpt
2007-2008,Dietary,DR1TOT_E,"Dietary Interview - Total Nutrient Intakes, First Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DR1TOT_E.xpt
2007-2008,Dietary,DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DR2TOT_E.xpt
2007-2008,Dietary,DRXFCD_E,Dietary Interview Technical Support File - Food Codes,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/DRXFCD_E.xpt
