cycle,component,file_label,module,data_url,doc_url,size_kb,date_published,downloadable
2003-2004,Questionnaire,Current Health Status,HSQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HSQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HSQ_C.htm,896.2,May 2006,True
2003-2004,Questionnaire,Dermatology,DEQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DEQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DEQ_C.htm,691.4,August 2006,True
2003-2004,Questionnaire,Diabetes,DIQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DIQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DIQ_C.htm,1331.2,April 2006,True
2003-2004,Questionnaire,Diet Behavior & Nutrition,DBQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DBQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DBQ_C.htm,2662.4,Updated August 2006,True
2003-2004,Questionnaire,Drug Use,DUQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DUQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/DUQ_C.htm,118.3,December 2006,True
2003-2004,Questionnaire,Early Childhood,ECQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/ECQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/ECQ_C.htm,399.5,Updated October 2007,True
2003-2004,Questionnaire,Food Security,FSQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/FSQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/FSQ_C.htm,3788.8,March 2007,True
2003-2004,Questionnaire,Health Insurance,HIQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HIQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HIQ_C.htm,792.9,August 2006,True
2003-2004,Questionnaire,Hepatitis C Follow Up,HCQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HCQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HCQ_C.htm,31.8,Updated April 2008,True
2003-2004,Questionnaire,Hospital Utilization & Access to Care,HUQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HUQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HUQ_C.htm,1228.8,August 2006,True
2003-2004,Questionnaire,Housing Characteristics,HOQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HOQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/HOQ_C.htm,1331.2,Updated November 2007,True
2003-2004,Questionnaire,Immunization,IMQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/IMQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/IMQ_C.htm,317.6,December 2006,True
2003-2004,Questionnaire,Kidney Conditions - Urology,KIQ_U_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/KIQ_U_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/KIQ_U_C.htm,475.0,August 2006,True
2003-2004,Questionnaire,Medical Conditions,MCQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/MCQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/MCQ_C.htm,11673.6,August 2006,True
2003-2004,Questionnaire,Mental Health - Depression,CIQDEP_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQDEP_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQDEP_C.htm,915.7,August 2006,True
2003-2004,Questionnaire,Mental Health - Generalized Anxiety Disorder,CIQGAD_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQGAD_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQGAD_C.htm,475.2,August 2006,True
2003-2004,Questionnaire,Mental Health - Panic Disorder,CIQPAN_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQPAN_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/CIQPAN_C.htm,949.5,August 2006,True
2003-2004,Questionnaire,Miscellaneous Pain,MPQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/MPQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/MPQ_C.htm,2355.2,August 2006,True
2003-2004,Questionnaire,Occupation,OCQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OCQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OCQ_C.htm,1228.8,January 2008,True
2003-2004,Questionnaire,Oral Health,OHQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OHQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OHQ_C.htm,2662.4,July 2006,True
2003-2004,Questionnaire,Osteoporosis,OSQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OSQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/OSQ_C.htm,2252.8,Updated July 2006,True
2003-2004,Questionnaire,Pesticide Use,PUQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PUQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PUQ_C.htm,1126.4,May 2008,True
2003-2004,Questionnaire,Physical Activity,PAQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PAQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PAQ_C.htm,1433.6,November 2005,True
2003-2004,Questionnaire,Physical Activity - Individual Activities,PAQIAF_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PAQIAF_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PAQIAF_C.htm,705.4,November 2005,True
2003-2004,Questionnaire,Physical Functioning,PFQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PFQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PFQ_C.htm,4198.4,Updated March 2008,True
2003-2004,Questionnaire,Prescription Medications,RXQ_RX_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RXQ_RX_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RXQ_RX_C.htm,2867.2,Updated June 2009,True
2003-2004,Questionnaire,Prescription Medications - Drug Information,RXQ_DRUG,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.htm,3276.8,Updated September 2021,True
2003-2004,Questionnaire,Prostate Conditions,KIQ_P_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/KIQ_P_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/KIQ_P_C.htm,233.6,August 2006,True
2003-2004,Questionnaire,Prostate Specific Antigen Follow-up,PSQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PSQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/PSQ_C.htm,65.6,April 2008,True
2003-2004,Questionnaire,Reproductive Health,RHQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RHQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RHQ_C.htm,2560.0,June 2006,True
2003-2004,Questionnaire,Respiratory Health,RDQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RDQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/RDQ_C.htm,1024.0,January 2006,True
2003-2004,Questionnaire,Sexual Behavior,SXQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SXQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SXQ_C.htm,470.9,January 2006,True
2003-2004,Questionnaire,Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use,SMQMEC_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQMEC_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQMEC_C.htm,2457.6,September 2006,True
2003-2004,Questionnaire,Smoking - Cigarette/Tobacco Use - Adult,SMQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQ_C.htm,1843.2,September 2006,True
2003-2004,Questionnaire,Smoking - Household Smokers,SMQFAM_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQFAM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SMQFAM_C.htm,713.7,September 2006,True
2003-2004,Questionnaire,Social Support,SSQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSQ_C.htm,518.9,January 2007,True
2003-2004,Questionnaire,Vision,VIQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/VIQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/VIQ_C.htm,514.5,November 2005,True
2003-2004,Questionnaire,Weight History,WHQ_C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/WHQ_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/WHQ_C.htm,2048.0,July 2006,True
2003-2004,LimitedAccess,Bacterial vaginosis (BV) & Trichomonas vaginalis - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L34_C_R.htm,,Updated November 2010,False
2003-2004,LimitedAccess,California - Demographic Variables & Sample Weights,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CDEMO_AD.htm,,January 2016,False
2003-2004,LimitedAccess,Chlamydia & Gonorrhea - Urine - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L05RDC_C.htm,,June 2009,False
2003-2004,LimitedAccess,Electrolytes - Urine,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SSUECD_R.htm,,September 2012,False
2003-2004,LimitedAccess,"Geocoded Data, NHANES 1999-2016, Census 2000",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2000.htm,,March 2018,False
2003-2004,LimitedAccess,"Geocoded Data, NHANES 1999-2018, Census 2010",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2010.htm,,Updated July 2021,False
2003-2004,LimitedAccess,"Geocoded Data, NHANES 1999-March 2020, Census 2020",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2020.htm,,October 2023,False
2003-2004,LimitedAccess,Herpes Simplex Virus Type-2 - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L09RDC_C.htm,,Updated May 2010,False
2003-2004,LimitedAccess,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Prototype Line Blot Assay - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SWA_C_R.htm,,Updated October 2010,False
2003-2004,LimitedAccess,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SWR_C_R.htm,,November 2010,False
2003-2004,LimitedAccess,"Los Angeles County, California - Demographic Variables & Sample Weights",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LA_DEMO.htm,,August 2008,False
2003-2004,LimitedAccess,"Los Angeles County, California - Demographic Variables & Sample Weights",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LDEMO_AD.htm,,May 2015,False
2003-2004,LimitedAccess,Mental Health - Attention Deficit Disorder/Hyperactivity - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQA.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Conduct Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/YCQ_C.htm,,January 2007,False
2003-2004,LimitedAccess,"Mental Health - Conduct Disorder - Youth, Parent Version",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQC.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Eating Disorders - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQE.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Elimination Disorders - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQL.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Generalized Anxiety Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQG.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Major Depression/Dysthymic Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2000/DataFiles/YDQD.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health - Panic Disorder - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQP.htm,,October 2006,False
2003-2004,LimitedAccess,Mental Health Diagnostic Interview - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/YDQ.htm,,October 2006,False
2003-2004,LimitedAccess,Sexual Behavior - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/SXQYTH_C.htm,,September 2018,False
2005-2006,Demographics,Demographic Variables & Sample Weights,DEMO_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DEMO_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DEMO_D.htm,3481.6,Updated September 2009,True
2005-2006,Dietary,"Dietary Interview - Individual Foods, First Day",DR1IFF_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR1IFF_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR1IFF_D.htm,95334.4,July 2008,True
2005-2006,Dietary,"Dietary Interview - Individual Foods, Second Day",DR2IFF_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR2IFF_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR2IFF_D.htm,85708.8,July 2008,True
2005-2006,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",DR1TOT_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR1TOT_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR1TOT_D.htm,12492.8,July 2008,True
2005-2006,Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",DR2TOT_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR2TOT_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DR2TOT_D.htm,6348.8,July 2008,True
2005-2006,Dietary,Dietary Interview Technical Support File - Food Codes,DRXFCD_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DRXFCD_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DRXFCD_D.htm,1843.2,July 2008,True
2005-2006,Dietary,Dietary Interview Technical Support File - Modification Codes,DRXMCD_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DRXMCD_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DRXMCD_D.htm,315.7,July 2008,True
2005-2006,Dietary,Dietary Supplement Database - Blend Information,DSBI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.htm,10240.0,February 2025,True
2005-2006,Dietary,Dietary Supplement Database - Ingredient Information,DSII,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.htm,84377.6,February 2025,True
2005-2006,Dietary,Dietary Supplement Database - Product Information,DSPI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.htm,6656.0,February 2025,True
2005-2006,Dietary,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",DSQ1_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DSQ1_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DSQ1_D.htm,405.6,Updated July 2009,True
2005-2006,Dietary,"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",DSQ2_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DSQ2_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DSQ2_D.htm,1536.0,Updated July 2009,True
2005-2006,Dietary,Food Frequency Questionnaire - Look-Up Table FOODLOOK,FOODLK_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FOODLK_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FOODLK_D.htm,44.9,March 2010,True
2005-2006,Dietary,Food Frequency Questionnaire - Look-Up Table VARLOOK,VARLK_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VARLK_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VARLK_D.htm,32.0,March 2010,True
2005-2006,Dietary,Food Frequency Questionnaire - Output from DietCalc Software,FFQDC_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FFQDC_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FFQDC_D.htm,18944.0,September 2008,True
2005-2006,Dietary,Food Frequency Questionnaire - Raw Questionnaire Responses,FFQRAW_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FFQRAW_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/FFQRAW_D.htm,10649.6,September 2008,True
2005-2006,Examination,Audiometry,AUX_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUX_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUX_D.htm,1740.8,April 2009,True
2005-2006,Examination,Audiometry - Acoustic Reflex,AUXAR_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUXAR_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUXAR_D.htm,7987.2,January 2013,True
2005-2006,Examination,Audiometry - Tympanometry,AUXTYM_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUXTYM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AUXTYM_D.htm,3993.6,April 2009,True
2005-2006,Examination,Blood Pressure,BPX_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BPX_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BPX_D.htm,2150.4,November 2007,True
2005-2006,Examination,Body Measures,BMX_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BMX_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BMX_D.htm,2150.4,November 2007,True
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Android/Gynoid,DXXAG_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXAG_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXAG_D.htm,648.6,February 2013,True
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Femur,DXXFEM_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXFEM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXFEM_D.htm,1228.8,January 2009,True
2005-2006,Examination,Dual Energy X-ray Absorptiometry - Spine,DXXSPN_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXSPN_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/DXXSPN_D.htm,2150.4,Updated May 2015,True
2005-2006,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,DXA,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,,Updated December 2016,True
2005-2006,Examination,Ophthalmology - Frequency Doubling Technology,OPXFDT_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OPXFDT_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OPXFDT_D.htm,2252.8,December 2008,True
2005-2006,Examination,Ophthalmology - Retinal Imaging,OPXRET_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OPXRET_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OPXRET_D.htm,5120.0,Updated June 2015,True
2005-2006,Examination,Oral Health,OHX_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OHX_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/OHX_D.htm,3788.8,June 2008,True
2005-2006,Examination,Physical Activity Monitor,PAXRAW_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAXRAW_D.zip,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAXRAW_D.htm,459980.8,June 2008,True
2005-2006,Examination,Vision,VIX_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VIX_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/VIX_D.htm,3072.0,April 2008,True
2005-2006,Laboratory,Acrylamide & Glycidamide,AMDGYD_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AMDGYD_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AMDGYD_D.htm,343.4,Updated October 2016,True
2005-2006,Laboratory,Albumin & Creatinine - Urine,ALB_CR_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALB_CR_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALB_CR_D.htm,317.3,November 2007,True
2005-2006,Laboratory,Allergen Specific IgE(s) & Total IgE - Serum,AL_IGE_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AL_IGE_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/AL_IGE_D.htm,3072.0,Updated February 2013,True
2005-2006,Laboratory,Allergens - Household Dust,ALDUST_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALDUST_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/ALDUST_D.htm,3891.2,Updated February 2014,True
2005-2006,Laboratory,Arsenics - Total & Speciated - Urine,UAS_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UAS_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UAS_D.htm,403.0,January 2009,True
2005-2006,Laboratory,Brominated Flame Retardants (BFRs) - Pooled Samples,BFRPOL_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BFRPOL_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/BFRPOL_D.htm,87.6,Updated November 2020,True
2005-2006,Laboratory,"Cadmium, Lead, & Total Mercury - Blood",PBCD_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PBCD_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PBCD_D.htm,591.8,Updated June 2013,True
2005-2006,Laboratory,Chlamydia & Gonorrhea - Urine,CHLMDA_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/CHLMDA_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/CHLMDA_D.htm,57.4,May 2008,True
2005-2006,Laboratory,Cholesterol - HDL,HDL_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HDL_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/HDL_D.htm,190.7,Updated April 2010,True
2005-2006,Laboratory,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",TRIGLY_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/TRIGLY_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/TRIGLY_D.htm,211.3,March 2008,True
2005-2006,Laboratory,Cholesterol - Total,TCHOL_D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/TCHOL_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/TCHOL_D.htm,190.7,Updated April 2010,True
