cycle,gender,race_ethnicity,prevalence_pct,n_unweighted,n_cases,weighted_pop,outcome,midyear
2013-2014,Male,Non-Hispanic Asian,0.7273040395455386,321.0,3.0,508903.2380640909,Stroke,2013.5
2013-2014,Male,Non-Hispanic Black,2.7628975867023584,580.0,25.0,1067060.5692234545,Stroke,2013.5
2013-2014,Male,Non-Hispanic White,2.8890830959381932,1176.0,49.0,6610941.315359818,Stroke,2013.5
2013-2014,Male,Other Hispanic,0.4278361726563925,218.0,2.0,532098.0048278181,Stroke,2013.5
2013-2014,Male,Other/Multiracial,1.5144164483057372,84.0,2.0,297862.69543872727,Stroke,2013.5
2015-2016,Female,Mexican American,1.458362945121856,534.0,11.0,948174.285998909,Stroke,2015.5
2015-2016,Female,Non-Hispanic Asian,0.8114719747086957,352.0,3.0,661114.0314060908,Stroke,2015.5
2015-2016,Female,Non-Hispanic Black,4.426225870576039,635.0,28.0,1346574.5184635455,Stroke,2015.5
2015-2016,Female,Non-Hispanic White,2.430935462150628,916.0,37.0,7016993.210955455,Stroke,2015.5
2015-2016,Female,Other Hispanic,2.0156925678808917,434.0,13.0,694516.3748038182,Stroke,2015.5
2015-2016,Female,Other/Multiracial,4.356281529606986,98.0,5.0,401074.5118134545,Stroke,2015.5
2015-2016,Male,Mexican American,1.9039073956738524,459.0,17.0,939863.7529671818,Stroke,2015.5
2015-2016,Male,Non-Hispanic Asian,1.2533542345977011,338.0,4.0,578250.5053699091,Stroke,2015.5
2015-2016,Male,Non-Hispanic Black,2.966436932302736,563.0,25.0,1074082.4539471818,Stroke,2015.5
2015-2016,Male,Non-Hispanic White,2.8776486603793696,944.0,48.0,6582501.0886659995,Stroke,2015.5
2015-2016,Male,Other Hispanic,2.099079425760751,334.0,11.0,671369.7015443635,Stroke,2015.5
2015-2016,Male,Other/Multiracial,9.66047415189656,107.0,7.0,389786.7136965454,Stroke,2015.5
2017-2018,Female,Mexican American,1.2174743414904807,381.0,7.0,915174.7494035175,Stroke,2017.5
2017-2018,Female,Non-Hispanic Asian,1.115147757533524,435.0,6.0,695015.8370453104,Stroke,2017.5
2017-2018,Female,Non-Hispanic Black,5.409110110981704,682.0,46.0,1361495.7383206482,Stroke,2017.5
2017-2018,Female,Non-Hispanic White,4.106943878885512,960.0,62.0,7004947.130986267,Stroke,2017.5
2017-2018,Female,Other Hispanic,1.3540298706905072,283.0,5.0,813341.9810484387,Stroke,2017.5
2017-2018,Female,Other/Multiracial,6.523570854966743,122.0,11.0,449688.3845986902,Stroke,2017.5
2017-2018,Male,Mexican American,1.621269914554079,353.0,9.0,988450.8288264873,Stroke,2017.5
2017-2018,Male,Non-Hispanic Asian,1.288871159065106,375.0,6.0,582473.3791275675,Stroke,2017.5
2017-2018,Male,Non-Hispanic Black,4.829273368122421,615.0,44.0,1122576.224729837,Stroke,2017.5
2017-2018,Male,Non-Hispanic White,2.774588580638109,969.0,58.0,6481687.39412415,Stroke,2017.5
2017-2018,Male,Other Hispanic,2.007033060668008,233.0,8.0,697571.7770303048,Stroke,2017.5
2017-2018,Male,Other/Multiracial,4.516310489449281,151.0,11.0,557971.0224519926,Stroke,2017.5
2021-2022,Female,Mexican American,2.9332741251421277,281.0,11.0,752447.358171,Stroke,2021.5
2021-2022,Female,Non-Hispanic Asian,0.808831247667413,237.0,8.0,734438.8624545455,Stroke,2021.5
2021-2022,Female,Non-Hispanic Black,4.651132167462029,567.0,29.0,1365076.5645285454,Stroke,2021.5
2021-2022,Female,Non-Hispanic White,3.042044630647499,2523.0,103.0,6838087.594876364,Stroke,2021.5
2021-2022,Female,Other Hispanic,3.9391601372212737,435.0,22.0,1114450.3803259092,Stroke,2021.5
2021-2022,Female,Other/Multiracial,4.517213866153727,269.0,16.0,669571.8444984545,Stroke,2021.5
2021-2022,Male,Mexican American,1.0489390441174906,262.0,5.0,831690.3238317273,Stroke,2021.5
2021-2022,Male,Non-Hispanic Asian,3.5812657147578424,181.0,10.0,621793.7593013636,Stroke,2021.5
2021-2022,Male,Non-Hispanic Black,4.434548018927434,424.0,28.0,1087899.357532091,Stroke,2021.5
2021-2022,Male,Non-Hispanic White,4.2385826375228595,2023.0,108.0,6537354.981858091,Stroke,2021.5
2021-2022,Male,Other Hispanic,3.841066130672168,341.0,15.0,1013389.3762531818,Stroke,2021.5
2021-2022,Male,Other/Multiracial,3.3178401052221203,242.0,12.0,689869.1337687273,Stroke,2021.5
1999-2000,Female,Mexican American,3.2158083462445215,692.0,54.0,543857.2870284433,Any CVD,1999.5
1999-2000,Female,Non-Hispanic Black,6.124822663748364,499.0,52.0,1043298.980791043,Any CVD,1999.5
1999-2000,Female,Non-Hispanic White,7.682870264751949,1153.0,121.0,6336540.801069161,Any CVD,1999.5
1999-2000,Female,Other Hispanic,5.993384907549888,180.0,13.0,804136.0688252875,Any CVD,1999.5
1999-2000,Male,Mexican American,4.265814325673885,590.0,70.0,565008.3177272717,Any CVD,1999.5
1999-2000,Male,Non-Hispanic Black,7.055119849093084,411.0,50.0,844637.6316950077,Any CVD,1999.5
1999-2000,Male,Non-Hispanic White,10.571505445389228,1061.0,177.0,5929354.467869884,Any CVD,1999.5
1999-2000,Male,Other Hispanic,5.250285880819934,130.0,11.0,612204.8927695141,Any CVD,1999.5
2001-2002,Female,Mexican American,3.2914981426834475,574.0,29.0,621232.549271,Any CVD,2001.5
2001-2002,Female,Non-Hispanic Black,10.700344978544855,535.0,70.0,1113044.8563709091,Any CVD,2001.5
2001-2002,Female,Non-Hispanic White,7.32121305542241,1522.0,170.0,6653236.424902636,Any CVD,2001.5
2001-2002,Female,Other Hispanic,4.0575452866370805,128.0,8.0,608315.3222963637,Any CVD,2001.5
2001-2002,Male,Mexican American,3.8373736097421367,539.0,45.0,681490.8165614546,Any CVD,2001.5
2001-2002,Male,Non-Hispanic Black,7.693992723686114,477.0,50.0,871241.7162489091,Any CVD,2001.5
2001-2002,Male,Non-Hispanic White,9.889980159906044,1336.0,243.0,6307109.214253455,Any CVD,2001.5
2001-2002,Male,Other Hispanic,4.579019657277377,109.0,8.0,476802.9951967274,Any CVD,2001.5
2003-2004,Female,Mexican American,5.66503120012277,503.0,49.0,683422.0117105455,Any CVD,2003.5
2003-2004,Female,Non-Hispanic Black,9.502287272795433,518.0,56.0,1173418.6426360907,Any CVD,2003.5
2003-2004,Female,Non-Hispanic White,10.004158131973885,1407.0,207.0,7000240.486505364,Any CVD,2003.5
2003-2004,Female,Other Hispanic,2.9228626946474705,81.0,3.0,358680.4024237272,Any CVD,2003.5
2003-2004,Male,Mexican American,3.4449809141675987,481.0,52.0,762862.8740916364,Any CVD,2003.5
2003-2004,Male,Non-Hispanic Black,6.430606921091273,476.0,41.0,920647.6276432727,Any CVD,2003.5
2003-2004,Male,Non-Hispanic White,11.604810176026943,1282.0,247.0,6446238.712738091,Any CVD,2003.5
2003-2004,Male,Other Hispanic,2.1064620214858176,71.0,4.0,311767.4187901818,Any CVD,2003.5
2005-2006,Female,Mexican American,5.37522633248638,529.0,29.0,720684.7740981819,Any CVD,2005.5
2005-2006,Female,Non-Hispanic Black,10.153454260531225,581.0,68.0,1208898.2891803638,Any CVD,2005.5
2005-2006,Female,Non-Hispanic White,9.015940919415284,1279.0,143.0,7065061.448573,Any CVD,2005.5
2005-2006,Female,Other Hispanic,2.612350441517893,79.0,3.0,339574.90510590904,Any CVD,2005.5
2005-2006,Male,Mexican American,4.235655280562701,474.0,33.0,800935.142942091,Any CVD,2005.5
2005-2006,Male,Non-Hispanic Black,9.057594187729253,542.0,68.0,984558.1130863635,Any CVD,2005.5
2005-2006,Male,Non-Hispanic White,10.264584635071767,1216.0,200.0,6660289.044944364,Any CVD,2005.5
2005-2006,Male,Other Hispanic,4.093336677823985,75.0,3.0,303543.31320827274,Any CVD,2005.5
2007-2008,Female,Mexican American,3.750665522914553,532.0,34.0,751961.6558608182,Any CVD,2007.5
2007-2008,Female,Non-Hispanic Black,9.063505346062854,639.0,80.0,1225480.4776044546,Any CVD,2007.5
2007-2008,Female,Non-Hispanic White,8.197663579612259,1366.0,173.0,7069013.033277092,Any CVD,2007.5
2007-2008,Female,Other Hispanic,4.69461576092693,370.0,24.0,504784.7309572727,Any CVD,2007.5
2007-2008,Male,Mexican American,4.672715253175976,501.0,38.0,880511.8630784545,Any CVD,2007.5
2007-2008,Male,Non-Hispanic Black,10.43330605135593,588.0,78.0,979866.2669292728,Any CVD,2007.5
2007-2008,Male,Non-Hispanic White,10.241763457700534,1395.0,241.0,6501170.432620909,Any CVD,2007.5
2007-2008,Male,Other Hispanic,5.394902950684892,296.0,27.0,451760.90737472725,Any CVD,2007.5
2009-2010,Female,Mexican American,4.19502185332083,589.0,40.0,807517.088219091,Any CVD,2009.5
2009-2010,Female,Non-Hispanic Black,8.456750586947457,569.0,59.0,1256349.2040729092,Any CVD,2009.5
2009-2010,Female,Non-Hispanic White,6.899891527305177,1520.0,139.0,6964075.108524818,Any CVD,2009.5
2009-2010,Female,Other Hispanic,3.569408972490271,349.0,21.0,509354.33492145455,Any CVD,2009.5
2009-2010,Male,Mexican American,5.5925884552700404,551.0,44.0,903567.7968111818,Any CVD,2009.5
2009-2010,Male,Non-Hispanic Black,8.767352328320966,553.0,64.0,1011698.4583322727,Any CVD,2009.5
2009-2010,Male,Non-Hispanic White,10.97146504789905,1456.0,247.0,6561644.318756455,Any CVD,2009.5
2009-2010,Male,Other Hispanic,5.463053559091428,283.0,26.0,491652.9304257273,Any CVD,2009.5
2011-2012,Female,Mexican American,5.4655394962002575,255.0,19.0,755787.1404974544,Any CVD,2011.5
2011-2012,Female,Non-Hispanic Asian,3.387177106114416,405.0,17.0,570664.1037168182,Any CVD,2011.5
2011-2012,Female,Non-Hispanic Black,10.618108238878756,757.0,91.0,1306117.8489884546,Any CVD,2011.5
2011-2012,Female,Non-Hispanic White,8.299978669917829,1016.0,124.0,6995220.508606909,Any CVD,2011.5
2011-2012,Female,Other Hispanic,5.912662876741626,316.0,25.0,705493.8594802727,Any CVD,2011.5
2011-2012,Female,Other/Multiracial,9.019109849113406,70.0,7.0,260749.89732790913,Any CVD,2011.5
2011-2012,Male,Mexican American,5.544209223259171,285.0,22.0,817120.5715315455,Any CVD,2011.5
2011-2012,Male,Non-Hispanic Asian,4.813190077156068,388.0,22.0,491168.9262051818,Any CVD,2011.5
2011-2012,Male,Non-Hispanic Black,8.154758353979437,698.0,76.0,1035312.6953628182,Any CVD,2011.5
2011-2012,Male,Non-Hispanic White,10.185162048673595,1025.0,142.0,6531756.5890926365,Any CVD,2011.5
2011-2012,Male,Other Hispanic,6.435175640199161,262.0,25.0,629876.1557179091,Any CVD,2011.5
2011-2012,Male,Other/Multiracial,20.19702516659072,82.0,11.0,259389.880153,Any CVD,2011.5
2013-2014,Female,Mexican American,4.706739705032094,389.0,24.0,914570.2089838181,Any CVD,2013.5
2013-2014,Female,Non-Hispanic Asian,4.96082813219704,346.0,17.0,605719.465568,Any CVD,2013.5
2013-2014,Female,Non-Hispanic Black,8.06537934538215,597.0,56.0,1315587.266637,Any CVD,2013.5
2013-2014,Female,Non-Hispanic White,8.886708728573618,1296.0,148.0,7100828.989798909,Any CVD,2013.5
2013-2014,Female,Other Hispanic,5.422867025109216,289.0,21.0,624155.1546225455,Any CVD,2013.5
2013-2014,Female,Other/Multiracial,10.145023504430771,94.0,9.0,260317.91425809092,Any CVD,2013.5
2013-2014,Male,Mexican American,5.098733510785417,378.0,30.0,992917.7204068182,Any CVD,2013.5
2013-2014,Male,Non-Hispanic Asian,5.303613844163535,321.0,19.0,508903.2380640909,Any CVD,2013.5
2013-2014,Male,Non-Hispanic Black,8.741387890437009,580.0,72.0,1067060.5692234545,Any CVD,2013.5
2013-2014,Male,Non-Hispanic White,11.200774886761513,1176.0,177.0,6610941.315359818,Any CVD,2013.5
2013-2014,Male,Other Hispanic,5.04096335189203,219.0,17.0,533098.7341122727,Any CVD,2013.5
2013-2014,Male,Other/Multiracial,4.324027644754617,84.0,5.0,297862.69543872727,Any CVD,2013.5
2015-2016,Female,Mexican American,3.2515806030078656,536.0,27.0,950157.716062,Any CVD,2015.5
2015-2016,Female,Non-Hispanic Asian,3.103641345406024,352.0,11.0,661114.0314060908,Any CVD,2015.5
2015-2016,Female,Non-Hispanic Black,10.283358724091803,635.0,72.0,1346574.5184635455,Any CVD,2015.5
2015-2016,Female,Non-Hispanic White,7.563829605303191,917.0,100.0,7016993.210955454,Any CVD,2015.5
2015-2016,Female,Other Hispanic,6.906225808584313,434.0,44.0,694516.3748038182,Any CVD,2015.5
2015-2016,Female,Other/Multiracial,15.578888766971216,98.0,14.0,401074.5118134545,Any CVD,2015.5
2015-2016,Male,Mexican American,4.92380847613592,459.0,45.0,939863.7529671818,Any CVD,2015.5
2015-2016,Male,Non-Hispanic Asian,5.111099870006392,338.0,20.0,578250.5053699091,Any CVD,2015.5
2015-2016,Male,Non-Hispanic Black,9.546897562530805,563.0,77.0,1074082.4539471818,Any CVD,2015.5
2015-2016,Male,Non-Hispanic White,10.687731462018549,946.0,167.0,6595069.781447273,Any CVD,2015.5
2015-2016,Male,Other Hispanic,6.462500980067661,334.0,41.0,671369.7015443635,Any CVD,2015.5
2015-2016,Male,Other/Multiracial,21.07069261462215,107.0,17.0,389786.7136965454,Any CVD,2015.5
2017-2018,Female,Mexican American,3.6635413152401513,381.0,23.0,915174.7494035175,Any CVD,2017.5
2017-2018,Female,Non-Hispanic Asian,3.4727974285012224,436.0,17.0,696246.0766227995,Any CVD,2017.5
2017-2018,Female,Non-Hispanic Black,8.890390811818495,682.0,74.0,1361495.7383206482,Any CVD,2017.5
2017-2018,Female,Non-Hispanic White,9.095435746076562,963.0,133.0,7021013.884960959,Any CVD,2017.5
2017-2018,Female,Other Hispanic,5.097746461846461,283.0,20.0,813341.9810484387,Any CVD,2017.5
2017-2018,Female,Other/Multiracial,9.249510633154975,122.0,18.0,449688.3845986902,Any CVD,2017.5
2017-2018,Male,Mexican American,5.220465622819905,354.0,30.0,992207.7480342021,Any CVD,2017.5
2017-2018,Male,Non-Hispanic Asian,6.239264251328132,375.0,27.0,582473.3791275675,Any CVD,2017.5
2017-2018,Male,Non-Hispanic Black,9.760779171463765,616.0,88.0,1123278.20806867,Any CVD,2017.5
2017-2018,Male,Non-Hispanic White,12.784047406890647,972.0,213.0,6488167.740427453,Any CVD,2017.5
2017-2018,Male,Other Hispanic,6.878491312059979,234.0,25.0,702353.7123441428,Any CVD,2017.5
2017-2018,Male,Other/Multiracial,16.781546891828846,151.0,23.0,557971.0224519926,Any CVD,2017.5
2021-2022,Female,Mexican American,6.5481417488107,282.0,21.0,754509.2337528182,Any CVD,2021.5
2021-2022,Female,Non-Hispanic Asian,3.817096659883165,238.0,20.0,734438.8624545455,Any CVD,2021.5
2021-2022,Female,Non-Hispanic Black,8.835274280990728,568.0,60.0,1366210.0407287274,Any CVD,2021.5
2021-2022,Female,Non-Hispanic White,8.99194964926619,2527.0,282.0,6838087.594876364,Any CVD,2021.5
2021-2022,Female,Other Hispanic,6.493618118652692,437.0,42.0,1117837.787835,Any CVD,2021.5
2021-2022,Female,Other/Multiracial,8.146552873982076,269.0,30.0,669571.8444984545,Any CVD,2021.5
2021-2022,Male,Mexican American,4.299974580718701,263.0,16.0,833722.0043817272,Any CVD,2021.5
2021-2022,Male,Non-Hispanic Asian,5.81857795354557,184.0,21.0,625225.4636315454,Any CVD,2021.5
2021-2022,Male,Non-Hispanic Black,9.69056878575806,427.0,61.0,1090850.259845091,Any CVD,2021.5
2021-2022,Male,Non-Hispanic White,12.78615527528881,2028.0,339.0,6542645.659345182,Any CVD,2021.5
2021-2022,Male,Other Hispanic,9.146271296273246,342.0,51.0,1013389.3762531818,Any CVD,2021.5
2021-2022,Male,Other/Multiracial,13.5080909096841,243.0,39.0,691799.9487632727,Any CVD,2021.5
